"";"X";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9"
"524";524;0;4;4;4;4;4;4;4;4
"525";525;0;0;0;0;0;3;3;3;3
"526";526;0;4;4;4;4;4;4;4;4
"527";527;0;4;4;4;4;4;4;4;4
"528";528;0;4;4;4;4;4;4;4;4
"529";529;0;4;4;4;4;4;4;4;4
"530";530;0;4;4;4;4;4;4;4;4
"531";531;0;4;4;4;4;4;4;4;4
"532";532;0;4;4;4;4;4;4;4;4
"533";533;0;4;4;4;4;4;4;4;4
"534";534;0;4;4;4;4;4;4;4;4
"535";535;0;4;4;4;4;4;4;4;4
"536";536;0;0;0;0;0;3;3;3;3
"537";537;0;0;0;0;0;3;3;3;3
"538";538;0;4;4;4;4;4;4;4;4
"539";539;0;4;4;4;4;4;4;4;4
"540";540;0;4;4;4;4;4;4;4;4
"541";541;0;4;4;4;4;4;4;4;4
"542";542;0;0;0;0;0;0;0;0;1
"543";543;0;4;4;4;4;4;4;4;4
"544";544;0;4;4;4;4;4;4;4;4
"545";545;0;4;4;4;4;4;4;4;4
"546";546;0;4;4;4;4;4;4;4;4
"547";547;0;4;4;4;4;4;4;4;4
"548";548;0;4;4;4;4;4;4;4;4
"549";549;0;4;4;4;4;4;4;4;4
"550";550;0;4;4;4;4;4;4;4;4
"551";551;0;4;4;4;4;4;4;4;4
"552";552;0;4;4;4;4;4;4;4;4
"553";553;0;4;4;4;4;4;4;4;4
"554";554;0;4;4;4;4;4;4;4;4
"555";555;0;4;4;4;4;4;4;4;4
"556";556;0;4;4;4;4;4;4;4;4
"557";557;0;4;4;4;4;4;4;4;4
"558";558;0;4;4;4;4;4;4;4;4
"559";559;0;0;0;0;0;0;0;0;1
"560";560;0;0;0;0;0;0;0;0;1
"561";561;0;4;4;4;4;4;4;4;4
"562";562;0;4;4;4;4;4;4;4;4
"563";563;0;4;4;4;4;4;4;4;4
"564";564;0;4;4;4;4;4;4;4;4
"565";565;0;0;0;0;0;0;0;0;1
"566";566;0;4;4;4;4;4;4;4;4
"567";567;0;4;4;4;4;4;4;4;4
"568";568;0;4;4;4;4;4;4;4;4
"569";569;0;4;4;4;4;4;4;4;4
"570";570;0;4;4;4;4;4;4;4;4
"571";571;0;4;4;4;4;4;4;4;4
"572";572;0;4;4;4;4;4;4;4;4
"573";573;0;4;4;4;4;4;4;4;4
"574";574;0;4;4;4;4;4;4;4;4
"575";575;0;4;4;4;4;4;4;4;4
"576";576;0;4;4;4;4;4;4;4;4
"577";577;0;4;4;4;4;4;4;4;4
"578";578;0;4;4;4;4;4;4;4;4
"579";579;0;4;4;4;4;4;4;4;4
"580";580;0;4;4;4;4;4;4;4;4
"581";581;0;0;0;0;0;0;0;0;2
"582";582;0;0;0;0;0;0;0;0;1
"583";583;0;0;0;0;0;0;0;0;2
"584";584;0;0;0;0;0;0;0;0;1
"585";585;0;0;0;0;0;0;0;0;2
"586";586;0;0;0;0;0;3;3;3;3
"587";587;0;0;0;0;0;3;3;3;3
"588";588;0;0;0;0;0;0;0;0;0
"589";589;0;4;4;4;4;4;4;4;4
"590";590;0;0;0;0;0;0;0;0;1
"591";591;0;0;0;0;0;0;0;0;0
"592";592;0;0;0;0;0;0;0;0;0
"593";593;0;0;0;0;0;3;3;3;3
"594";594;0;0;0;0;0;3;3;3;3
"595";595;0;0;0;0;0;0;0;0;2
"596";596;0;0;0;0;0;0;0;0;1
"597";597;0;0;0;0;0;3;3;3;3
"598";598;0;0;0;0;0;3;3;3;3
"599";599;0;0;0;0;0;3;3;3;3
